id,scientific_name,common_name,issue,level,parts,notes,reason
AAA1465,Verbena rigida,Slender Vervain,unsupported_level,faint,flower,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1465,Verbena rigida,Slender Vervain,missing_notes,faint,flower,,Non-none fragrance should have notes for the card copy.
AAA1466,Verbena x hybrida,Verbena x hybrida,unsupported_level,faint,flower,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1466,Verbena x hybrida,Verbena x hybrida,missing_notes,faint,flower,,Non-none fragrance should have notes for the card copy.
AAA1474,Viburnum dentatum,Southern Arrowwood,unsupported_level,faint,flower,Flowers very lightly sweet-scented; some describe as slightly musky.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1477,Viburnum nudum,Southern Wild Raisin,unsupported_level,faint,flower,Flowers very lightly scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1478,Viburnum opulus,Guelder-Rose,unsupported_level,faint,flower,"Light, slightly musky scent from flowers.",Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1480,Viburnum rhytidophyllum,Leatherleaf Viburnum,unsupported_level,faint,flower,Mild scent (some find unpleasantly musky).,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1481,Viburnum tinus,Laurustinus Viburnum,unsupported_level,faint,flower,"Light, slightly musky scent.",Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1482,Viburnum trilobum,American Cranberrybush,unsupported_level,faint,flower,Flowers very lightly scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1488,Viola 'Molly Sanderson',Black Viola,unsupported_level,faint,flower,Light classic violet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1489,Viola cornuta,Horned Pansy,unsupported_level,faint,flower,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1489,Viola cornuta,Horned Pansy,missing_notes,faint,flower,,Non-none fragrance should have notes for the card copy.
AAA1491,Viola sororia,Common Blue Violet,unsupported_level,faint,flower,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1491,Viola sororia,Common Blue Violet,missing_notes,faint,flower,,Non-none fragrance should have notes for the card copy.
AAA1492,Viola tricolor,Wild Pansy,unsupported_level,faint,flower,Delicate scent detectable up close.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1493,Viola x wittrockiana,Garden Pansy,unsupported_level,faint,flower,"Light sweet scent, stronger in cool morning air.",Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1496,Vitis labrusca,Fox Grape,non_flower_fragrance_hidden,moderate,fruit,Ripe fruits have a strong 'foxy' musky-grape aroma.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1500,Weigela middendorffiana,Weigela middendorffiana,unsupported_level,faint,flower,Flowers very lightly sweet-scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1501,Weigela praecox,Old Fashioned Weigela,unsupported_level,faint,flower,Mild sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1502,Weigela subsessilis,Korean Weigela,unsupported_level,faint,flower,Flowers lightly scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1507,Xerochrysum bracteatum,Golden Everlasting,unsupported_level,faint,flower,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1507,Xerochrysum bracteatum,Golden Everlasting,missing_notes,faint,flower,,Non-none fragrance should have notes for the card copy.
AAA1508,Xerophyllum tenax,Common Beargrass,unsupported_level,faint,flower,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1508,Xerophyllum tenax,Common Beargrass,missing_notes,faint,flower,,Non-none fragrance should have notes for the card copy.
AAA1509,Yucca elephantipes,Spineless Yucca,unsupported_level,faint,flower,Flowers have a light sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1511,Zantedeschia aethiopica,Calla Lily,unsupported_level,faint,flower,Light sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1516,Zingiber officinale,Ginger,non_flower_fragrance_hidden,moderate,"root,leaf",Classic warm spicy ginger scent from rhizome.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
